index,seed,ndcg_cf,ndcg_hybrid,delta_ndcg,n_cold_items
0,41,0.0,0.010766913951834826,0.010766913951834826,9990
1,42,0.0,0.0,0.0,9990
2,43,0.0,0.010638297872340425,0.010638297872340425,9990
3,44,0.0,0.0,0.0,9990
4,45,0.0,0.0,0.0,9990
